iter	seq	start	end	strand	locus_tag	com_id	type	description
2310	CP037923.1	2270059	2271148	-1	EKN05_011830	serC	CDS	3-phosphoserine/phosphohydroxythreonine transaminase
2311	CP037923.1	2271346	2271860	-1	EKN05_011835	EKN05_011835	pseudo	DUF421 domain-containing protein
2312	CP037923.1	2272102	2273863	1	EKN05_011840	EKN05_011840	CDS	30S ribosomal protein S12 methylthiotransferase accessory protein YcaO
2313	CP037923.1	2274268	2275126	1	EKN05_011845	focA	CDS	formate transporter FocA
2314	CP037923.1	2275180	2277463	1	EKN05_011850	pflB	CDS	formate C-acetyltransferase
2315	CP037923.1	2277654	2278395	1	EKN05_011855	pflA	CDS	pyruvate formate lyase 1-activating protein
2316	CP037923.1	2278476	2278872	-1	EKN05_011860	EKN05_011860	CDS	hypothetical protein
2317	CP037923.1	2278777	2279934	-1	EKN05_011865	EKN05_011865	CDS	IS3 family transposase
2318	CP037923.1	2279991	2280387	1	EKN05_011870	EKN05_011870	pseudo	hypothetical protein
2319	CP037923.1	2280387	2281032	-1	EKN05_011875	ycaN	CDS	LysR family transcriptional regulator
2320	CP037923.1	2281177	2281875	-1	EKN05_011880	EKN05_011880	pseudo	IS1 family transposase
2321	CP037923.1	2281928	2282072	-1	EKN05_011885	EKN05_011885	pseudo	LysR family transcriptional regulator
2322	CP037923.1	2282171	2282375	1	EKN05_011890	EKN05_011890	pseudo	NAD(P)H oxidoreductase
2323	CP037923.1	2282408	2282615	-1	EKN05_011895	EKN05_011895	CDS	transposase domain-containing protein
2324	CP037923.1	2282580	2283685	-1	EKN05_011900	EKN05_011900	pseudo	IS3 family transposase
2325	CP037923.1	2283738	2284233	-1	EKN05_011905	EKN05_011905	pseudo	IS66 family transposase
2326	CP037923.1	2284229	2284580	-1	EKN05_011910	tnpB	CDS	IS66 family insertion sequence element accessory protein TnpB
2327	CP037923.1	2284576	2285251	-1	EKN05_011915	EKN05_011915	CDS	IS66 family insertion sequence hypothetical protein
2328	CP037923.1	2285333	2285546	-1	EKN05_011920	EKN05_011920	pseudo	amino acid permease
2329	CP037923.1	2285563	2286712	-1	EKN05_011925	ycaD	CDS	MFS transporter
2330	CP037923.1	2287026	2287653	1	EKN05_011930	EKN05_011930	CDS	hydrolase
2331	CP037923.1	2287688	2288480	-1	EKN05_011935	dmsC	CDS	dimethyl sulfoxide reductase anchor subunit
2332	CP037923.1	2288481	2289099	-1	EKN05_011940	dmsB	CDS	dimethylsulfoxide reductase subunit B
2333	CP037923.1	2289109	2291554	-1	EKN05_011945	dmsA	pseudo	dimethylsulfoxide reductase subunit A
2334	CP037923.1	2291793	2293086	-1	EKN05_011950	serS	CDS	serine--tRNA ligase
2335	CP037923.1	2293176	2294520	-1	EKN05_011955	ycaJ	CDS	replication-associated recombination protein A
2336	CP037923.1	2294530	2295142	-1	EKN05_011960	lolA	CDS	outer membrane lipoprotein chaperone LolA
2337	CP037923.1	2295296	2299403	-1	EKN05_011965	ftsK	CDS	DNA translocase FtsK
2338	CP037923.1	2299537	2300032	-1	EKN05_011970	lrp	CDS	leucine-responsive transcriptional regulator Lrp
2339	CP037923.1	2300575	2301541	1	EKN05_011975	trxB	CDS	thioredoxin-disulfide reductase
2340	CP037923.1	2301663	2303430	1	EKN05_011980	cydD	CDS	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD
2341	CP037923.1	2303430	2305152	1	EKN05_011985	cydC	CDS	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
2342	CP037923.1	2305193	2305898	1	EKN05_011990	aat	CDS	leucyl/phenylalanyl-tRNA--protein transferase
2343	CP037923.1	2306182	2306401	1	EKN05_011995	infA	CDS	translation initiation factor IF-1
2344	CP037923.1	2306940	2307124	-1	EKN05_012005	EKN05_012005	pseudo	hypothetical protein
2345	CP037923.1	2307144	2309421	-1	EKN05_012010	clpA	CDS	ATP-dependent Clp protease ATP-binding subunit ClpA
2346	CP037923.1	2309451	2309772	-1	EKN05_012015	clpS	CDS	ATP-dependent Clp protease adapter ClpS
2347	CP037923.1	2310094	2310319	1	EKN05_012020	cspD	CDS	cold shock-like protein CspD
2348	CP037923.1	2310391	2312338	-1	EKN05_012025	macB	CDS	macrolide ABC transporter ATP-binding protein/permease MacB
2349	CP037923.1	2312334	2313450	-1	EKN05_012030	EKN05_012030	CDS	MacA family efflux pump subunit
2350	CP037923.1	2313600	2314557	1	EKN05_012035	EKN05_012035	CDS	DUF535 domain-containing protein
2351	CP037923.1	2314553	2316212	-1	EKN05_012040	EKN05_012040	CDS	ATP-dependent endonuclease
2352	CP037923.1	2316663	2317361	1	EKN05_012045	EKN05_012045	pseudo	IS1 family transposase
2353	CP037923.1	2317412	2318108	1	EKN05_012050	aqpZ	CDS	aquaporin Z
2354	CP037923.1	2318345	2318432	1	EKN05_012055	EKN05_012055	pseudo	aquaporin
2355	CP037923.1	2318564	2319464	1	EKN05_012060	lysO	CDS	L-lysine exporter LysO
2356	CP037923.1	2319607	2321260	1	EKN05_012065	priS	CDS	hydroxylamine reductase
2357	CP037923.1	2321271	2322240	1	EKN05_012070	EKN05_012070	CDS	NADH oxidoreductase
2358	CP037923.1	2322372	2324091	1	EKN05_012075	poxB	CDS	ubiquinone-dependent pyruvate dehydrogenase
2359	CP037923.1	2324127	2325129	1	EKN05_012080	ltaE	CDS	low-specificity L-threonine aldolase
2360	CP037923.1	2325139	2326570	1	EKN05_012085	ybjT	CDS	SDR family oxidoreductase
2361	CP037923.1	2326668	2327682	1	EKN05_012090	EKN05_012090	CDS	NAD(P)-dependent oxidoreductase
2362	CP037923.1	2327678	2328509	-1	EKN05_012095	EKN05_012095	CDS	N-acetylmuramoyl-L-alanine amidase
2363	CP037923.1	2328505	2328829	-1	EKN05_012100	EKN05_012100	CDS	heavy metal-binding domain-containing protein
2364	CP037923.1	2328883	2329072	1	EKN05_012105	EKN05_012105	pseudo	hypothetical protein
2365	CP037923.1	2329039	2329768	-1	EKN05_012110	EKN05_012110	CDS	hypothetical protein
2366	CP037923.1	2329666	2330364	1	EKN05_012115	EKN05_012115	pseudo	IS1 family transposase
2367	CP037923.1	2330374	2331619	-1	EKN05_012120	EKN05_012120	CDS	hypothetical protein
2368	CP037923.1	2332038	2332221	1	EKN05_012125	EKN05_012125	CDS	hypothetical protein
2369	CP037923.1	2332234	2332750	1	EKN05_012130	ybjP	CDS	lipoprotein
2370	CP037923.1	2332967	2333696	1	EKN05_012135	artP	CDS	arginine ABC transporter ATP-binding protein ArtP
2371	CP037923.1	2333713	2334445	1	EKN05_012140	artI	CDS	arginine ABC transporter substrate-binding protein
2372	CP037923.1	2334451	2335168	1	EKN05_012145	artQ	CDS	arginine ABC transporter permease ArtQ
2373	CP037923.1	2335167	2335836	1	EKN05_012150	artM	CDS	arginine ABC transporter permease ArtM
2374	CP037923.1	2336127	2336859	1	EKN05_012155	artJ	CDS	arginine ABC transporter substrate-binding protein
2375	CP037923.1	2337033	2338161	-1	EKN05_012160	rlmC	CDS	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
2376	CP037923.1	2338201	2338690	-1	EKN05_012165	EKN05_012165	CDS	DUF2593 family protein
2377	CP037923.1	2338749	2339595	-1	EKN05_012170	potI	CDS	putrescine ABC transporter permease PotI
2378	CP037923.1	2339591	2340545	-1	EKN05_012175	potH	CDS	putrescine ABC transporter permease PotH
2379	CP037923.1	2340554	2341688	-1	EKN05_012180	potG	pseudo	putrescine ABC transporter ATP-binding subunit PotG
2380	CP037923.1	2341782	2342895	-1	EKN05_012185	potF	CDS	spermidine/putrescine ABC transporter substrate-binding protein PotF
2381	CP037923.1	2343246	2343723	-1	EKN05_012190	ybjN	CDS	YbjN domain-containing protein
2382	CP037923.1	2343810	2344713	-1	EKN05_012195	rimK	CDS	30S ribosomal protein S6--L-glutamate ligase
2383	CP037923.1	2344773	2345496	-1	EKN05_012200	nfsA	CDS	nitroreductase NfsA
2384	CP037923.1	2345479	2345767	-1	EKN05_012205	EKN05_012205	CDS	DUF1418 family protein
2385	CP037923.1	2345926	2346184	1	EKN05_012210	grxA	CDS	GrxA family glutaredoxin
2386	CP037923.1	2346213	2346591	-1	EKN05_012215	EKN05_012215	CDS	hypothetical protein
2387	CP037923.1	2346860	2348546	1	EKN05_012220	EKN05_012220	CDS	transporter
2388	CP037923.1	2348720	2349257	-1	EKN05_012225	EKN05_012225	CDS	TetR/AcrR family transcriptional regulator
2389	CP037923.1	2349340	2350549	1	EKN05_012230	EKN05_012230	CDS	MFS transporter
2390	CP037923.1	2350548	2351364	1	EKN05_012235	ybjI	CDS	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
2391	CP037923.1	2351449	2351734	1	EKN05_012240	EKN05_012240	CDS	hypothetical protein
2392	CP037923.1	2351774	2353001	-1	EKN05_012245	mdfA	CDS	multidrug efflux MFS transporter MdfA
2393	CP037923.1	2353285	2353882	1	EKN05_012250	ybjG	CDS	undecaprenyl-diphosphate phosphatase
2394	CP037923.1	2353939	2354698	1	EKN05_012255	deoR	CDS	DNA-binding transcriptional repressor DeoR
2395	CP037923.1	2354744	2354993	-1	EKN05_012260	EKN05_012260	pseudo	hypothetical protein
2396	CP037923.1	2355034	2356191	-1	EKN05_012265	EKN05_012265	CDS	IS3 family transposase
2397	CP037923.1	2356247	2357213	-1	EKN05_012270	EKN05_012270	CDS	serine-type D-Ala-D-Ala carboxypeptidase
2398	CP037923.1	2357459	2358086	1	EKN05_012275	yliJ	CDS	glutathione S-transferase family protein
2399	CP037923.1	2358082	2358289	-1	EKN05_012280	EKN05_012280	CDS	glucose/sorbosone dehydrogenase
2400	CP037923.1	2358258	2359197	-1	EKN05_012285	EKN05_012285	CDS	PQQ-dependent sugar dehydrogenase
2401	CP037923.1	2359307	2359691	-1	EKN05_012290	bssR	CDS	biofilm formation regulator BssR
2402	CP037923.1	2359903	2361229	1	EKN05_012295	rimO	CDS	30S ribosomal protein S12 methylthiotransferase RimO
2403	CP037923.1	2361275	2362604	-1	EKN05_012300	EKN05_012300	CDS	GGDEF domain-containing protein
2404	CP037923.1	2362611	2364051	-1	EKN05_012305	EKN05_012305	CDS	EAL domain-containing protein
2405	CP037923.1	2364047	2364961	-1	EKN05_012310	EKN05_012310	pseudo	cyclic di-GMP phosphodiesterase
2406	CP037923.1	2365138	2366050	-1	EKN05_012315	gsiD	CDS	glutathione ABC transporter permease GsiD
2407	CP037923.1	2366052	2366973	-1	EKN05_012320	gsiC	CDS	glutathione ABC transporter permease GsiC
2408	CP037923.1	2366990	2368535	-1	EKN05_012325	gsiB	CDS	glutathione ABC transporter substrate-binding protein GsiB
2409	CP037923.1	2368554	2370426	-1	EKN05_012330	gsiA	CDS	glutathione ABC transporter ATP-binding protein GsiA
2410	CP037923.1	2370412	2371378	-1	EKN05_012335	iaaA	CDS	beta-aspartyl-peptidase
2411	CP037923.1	2371581	2372817	1	EKN05_012340	moeA	CDS	molybdopterin molybdotransferase MoeA
2412	CP037923.1	2372816	2373566	1	EKN05_012345	moeB	CDS	molybdopterin-synthase adenylyltransferase MoeB
2413	CP037923.1	2373744	2374407	-1	EKN05_012350	fsa	CDS	fructose-6-phosphate aldolase
2414	CP037923.1	2374537	2375437	1	EKN05_012355	ybiY	CDS	glycyl-radical enzyme activating protein
2415	CP037923.1	2375442	2377876	1	EKN05_012360	ybiW	pseudo	glycyl radical protein
2416	CP037923.1	2378021	2378837	1	EKN05_012365	EKN05_012365	CDS	Cof-type HAD-IIB family hydrolase
2417	CP037923.1	2378988	2380254	1	EKN05_012370	EKN05_012370	pseudo	DUF1479 domain-containing protein
2418	CP037923.1	2380494	2382087	-1	EKN05_012375	ybiT	CDS	ABC-F family ATPase
2419	CP037923.1	2382305	2383226	1	EKN05_012380	ldtB	CDS	L
2420	CP037923.1	2383283	2384402	-1	EKN05_012385	EKN05_012385	CDS	anion transporter
2421	CP037923.1	2384398	2384866	-1	EKN05_012390	mntR	CDS	manganese-binding transcriptional regulator MntR
2422	CP037923.1	2385051	2385180	1	EKN05_012395	mntS	CDS	manganase accumulation protein MntS
2423	CP037923.1	2385451	2387035	1	EKN05_012400	EKN05_012400	CDS	phosphoethanolamine transferase
2424	CP037923.1	2387082	2387598	-1	EKN05_012405	ompX	CDS	outer membrane protein OmpX
2425	CP037923.1	2387650	2387716	-1	EKN05_012410	EKN05_012410	CDS	hypothetical protein
2426	CP037923.1	2387950	2388838	1	EKN05_012415	rhtA	CDS	threonine/homoserine exporter RhtA
2427	CP037923.1	2389136	2389640	1	EKN05_012420	dps	CDS	DNA starvation/stationary phase protection protein
2428	CP037923.1	2390043	2390790	1	EKN05_012425	glnH	CDS	glutamine ABC transporter substrate-binding protein GlnH
2429	CP037923.1	2390928	2391588	1	EKN05_012430	glnP	CDS	glutamine ABC transporter permease
2430	CP037923.1	2391584	2392307	1	EKN05_012435	glnQ	CDS	glutamine ABC transporter ATP-binding protein GlnQ
2431	CP037923.1	2392567	2394792	1	EKN05_012440	ybiO	pseudo	mechanosensitive channel protein
2432	CP037923.1	2394788	2395796	-1	EKN05_012445	rlmF	CDS	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF
2433	CP037923.1	2395990	2396251	1	EKN05_012450	EKN05_012450	CDS	DUF1471 domain-containing protein
2434	CP037923.1	2396515	2396845	1	EKN05_012455	EKN05_012455	CDS	TonB-dependent receptor
2435	CP037923.1	2396833	2398162	-1	EKN05_012460	EKN05_012460	CDS	IS4 family transposase
2436	CP037923.1	2398226	2400236	1	EKN05_012465	EKN05_012465	pseudo	catecholate siderophore receptor Fiu
2437	CP037923.1	2400277	2400955	1	EKN05_012470	ybiX	CDS	PKHD-type hydroxylase YbiX
2438	CP037923.1	2401028	2401295	1	EKN05_012475	ybiI	CDS	C4-type zinc finger protein YbiI
2439	CP037923.1	2401559	2401820	1	EKN05_012480	EKN05_012480	CDS	DUF1471 domain-containing protein
2440	CP037923.1	2402048	2403134	-1	EKN05_012485	EKN05_012485	CDS	malate/lactate/ureidoglycolate dehydrogenase
2441	CP037923.1	2403274	2404237	-1	EKN05_012490	ybiB	CDS	DNA-binding protein YbiB
2442	CP037923.1	2404264	2406415	-1	EKN05_012495	dinG	CDS	ATP-dependent DNA helicase DinG
2443	CP037923.1	2406534	2407017	1	EKN05_012500	ybiA	CDS	N-glycosidase YbiA
2444	CP037923.1	2407223	2408411	-1	EKN05_012505	rhlE	pseudo	ATP-dependent RNA helicase RhlE
2445	CP037923.1	2408639	2409311	1	EKN05_012510	cecR	CDS	DNA-binding transcriptional regulator CecR
2446	CP037923.1	2409313	2410309	1	EKN05_012515	hlyD	CDS	secretion protein HlyD
2447	CP037923.1	2410301	2412038	1	EKN05_012520	ybhF	CDS	ABC transporter ATP-binding protein
2448	CP037923.1	2412030	2413164	1	EKN05_012525	EKN05_012525	CDS	ABC transporter permease
2449	CP037923.1	2413174	2414281	1	EKN05_012530	EKN05_012530	CDS	ABC transporter permease
2450	CP037923.1	2414242	2414653	-1	EKN05_012535	EKN05_012535	CDS	hypothetical protein
2451	CP037923.1	2414785	2415547	1	EKN05_012540	EKN05_012540	CDS	endonuclease/exonuclease/phosphatase family protein
2452	CP037923.1	2415543	2416785	1	EKN05_012545	clsB	CDS	cardiolipin synthase ClsB
2453	CP037923.1	2416784	2417741	1	EKN05_012550	EKN05_012550	CDS	UPF0104 family protein
2454	CP037923.1	2417776	2418490	-1	EKN05_012555	EKN05_012555	CDS	Bax inhibitor-1/YccA family protein
2455	CP037923.1	2418694	2419399	-1	EKN05_012560	EKN05_012560	CDS	Bax inhibitor-1/YccA family protein
2456	CP037923.1	2419535	2419988	-1	EKN05_012565	moaE	CDS	molybdopterin synthase catalytic subunit MoaE
2457	CP037923.1	2419989	2420235	-1	EKN05_012570	moaD	CDS	molybdopterin synthase sulfur carrier subunit
2458	CP037923.1	2420227	2420713	-1	EKN05_012575	moaC	CDS	cyclic pyranopterin monophosphate synthase MoaC
2459	CP037923.1	2420715	2421228	-1	EKN05_012580	moaB	CDS	molybdenum cofactor biosynthesis protein B
2460	CP037923.1	2421249	2422239	-1	EKN05_012585	moaA	CDS	GTP 3'
2461	CP037923.1	2422635	2423544	1	EKN05_012590	yvcK	CDS	uridine diphosphate-N-acetylglucosamine-binding protein YvcK
2462	CP037923.1	2423735	2425757	-1	EKN05_012595	uvrB	CDS	excinuclease ABC subunit B
2463	CP037923.1	2426335	2427013	-1	EKN05_012600	bioD	CDS	ATP-dependent dethiobiotin synthetase BioD
2464	CP037923.1	2427005	2427761	-1	EKN05_012605	bioC	CDS	malonyl-ACP O-methyltransferase BioC
2465	CP037923.1	2427747	2428904	-1	EKN05_012610	bioF	pseudo	8-amino-7-oxononanoate synthase
2466	CP037923.1	2428900	2429941	-1	EKN05_012615	bioB	CDS	biotin synthase
2467	CP037923.1	2430027	2431317	1	EKN05_012620	bioA	CDS	adenosylmethionine--8-amino-7-oxononanoate transaminase
2468	CP037923.1	2431375	2431852	1	EKN05_012625	ybhB	CDS	kinase inhibitor
2469	CP037923.1	2432003	2433287	1	EKN05_012630	ybhC	CDS	putative acyl-CoA thioester hydrolase
2470	CP037923.1	2433427	2435608	-1	EKN05_012635	EKN05_012635	CDS	hydratase
2471	CP037923.1	2435790	2437224	-1	EKN05_012640	ybhI	CDS	anion permease
2472	CP037923.1	2437300	2438353	-1	EKN05_012645	EKN05_012645	CDS	4-oxalomesaconate tautomerase
2473	CP037923.1	2438536	2439490	1	EKN05_012650	EKN05_012650	pseudo	LysR family transcriptional regulator
2474	CP037923.1	2439530	2440526	-1	EKN05_012655	ybhE	CDS	6-phosphogluconolactonase
2475	CP037923.1	2440785	2440917	-1	EKN05_012660	EKN05_012660	CDS	DNA invertase
2476	CP037923.1	2441405	2443232	1	EKN05_012665	ipaH_6	CDS	invasion protein
2477	CP037923.1	2443232	2443412	-1	EKN05_012670	EKN05_012670	CDS	hypothetical protein
2478	CP037923.1	2443411	2444029	-1	EKN05_012675	EKN05_012675	CDS	DUF4376 domain-containing protein
2479	CP037923.1	2444094	2445251	1	EKN05_012680	EKN05_012680	CDS	IS3 family transposase
2480	CP037923.1	2445445	2445727	-1	EKN05_012685	EKN05_012685	pseudo	hypothetical protein
2481	CP037923.1	2445743	2446592	-1	EKN05_012690	EKN05_012690	CDS	transcriptional regulator
2482	CP037923.1	2447090	2448364	1	EKN05_012695	EKN05_012695	CDS	IS3-like element IS2 family transposase
2483	CP037923.1	2448338	2448629	1	EKN05_012700	EKN05_012700	CDS	hypothetical protein
2484	CP037923.1	2448605	2448809	-1	EKN05_012705	EKN05_012705	CDS	hypothetical protein
2485	CP037923.1	2448810	2448966	-1	EKN05_012710	EKN05_012710	CDS	DUF1391 domain-containing protein
2486	CP037923.1	2449168	2449576	-1	EKN05_012715	EKN05_012715	CDS	helix-turn-helix domain-containing protein
2487	CP037923.1	2449652	2449880	1	EKN05_012720	EKN05_012720	CDS	transcriptional regulator
2488	CP037923.1	2449863	2450287	1	EKN05_012725	ydaT	pseudo	hypothetical protein
2489	CP037923.1	2450364	2451142	1	EKN05_012730	EKN05_012730	pseudo	hypothetical protein
2490	CP037923.1	2451148	2451490	1	EKN05_012735	EKN05_012735	CDS	hypothetical protein
2491	CP037923.1	2451508	2451896	1	EKN05_012740	EKN05_012740	pseudo	hypothetical protein
2492	CP037923.1	2451910	2452333	1	EKN05_012745	EKN05_012745	CDS	DUF977 family protein
2493	CP037923.1	2452333	2452747	1	EKN05_012750	EKN05_012750	CDS	hypothetical protein
2494	CP037923.1	2452915	2453581	1	EKN05_012755	EKN05_012755	CDS	epoxyqueuosine reductase QueH
2495	CP037923.1	2453751	2453964	1	EKN05_012760	EKN05_012760	CDS	type I toxin-antitoxin system Hok family toxin
2496	CP037923.1	2454213	2454501	1	EKN05_012765	EKN05_012765	CDS	hypothetical protein
2497	CP037923.1	2454539	2455139	1	EKN05_012770	EKN05_012770	CDS	DUF1367 family protein
2498	CP037923.1	2455138	2455429	1	EKN05_012775	EKN05_012775	CDS	DUF1364 domain-containing protein
2499	CP037923.1	2455425	2455980	1	EKN05_012780	EKN05_012780	CDS	DUF1133 family protein
2500	CP037923.1	2456812	2457002	1	EKN05_012805	EKN05_012805	pseudo	hypothetical protein
2501	CP037923.1	2457158	2457248	1	EKN05_012810	EKN05_012810	pseudo	holin
2502	CP037923.1	2457291	2458421	-1	EKN05_012815	EKN05_012815	CDS	IS3-like element ISSfl10 family transposase
2503	CP037923.1	2458485	2458614	1	EKN05_012820	EKN05_012820	pseudo	holin
2504	CP037923.1	2458613	2459129	1	EKN05_012825	ybcS	CDS	lysozyme
2505	CP037923.1	2459182	2459857	1	EKN05_012830	EKN05_012830	CDS	IS66 family insertion sequence hypothetical protein
2506	CP037923.1	2459853	2460204	1	EKN05_012835	tnpB	CDS	IS66 family insertion sequence element accessory protein TnpB
2507	CP037923.1	2460200	2461802	1	EKN05_012840	EKN05_012840	CDS	IS66-like element ISSfl3 family transposase
2508	CP037923.1	2461833	2462103	1	EKN05_012845	EKN05_012845	pseudo	IS3 family transposase
2509	CP037923.1	2462087	2462333	1	EKN05_012850	EKN05_012850	pseudo	lysis protein
2510	CP037923.1	2462341	2463510	-1	EKN05_012855	EKN05_012855	CDS	IS3 family transposase
2511	CP037923.1	2463592	2463784	1	EKN05_012860	EKN05_012860	CDS	hypothetical protein
2512	CP037923.1	2463916	2464426	-1	EKN05_012865	EKN05_012865	CDS	DedA family protein
2513	CP037923.1	2464623	2465388	1	EKN05_012870	EKN05_012870	CDS	hypothetical protein
2514	CP037923.1	2465338	2466022	1	EKN05_012875	EKN05_012875	CDS	PBSX family phage terminase large subunit
2515	CP037923.1	2466052	2467326	1	EKN05_012880	EKN05_012880	CDS	IS3-like element IS2 family transposase
2516	CP037923.1	2467337	2468078	1	EKN05_012885	EKN05_012885	pseudo	PBSX family phage terminase large subunit
2517	CP037923.1	2468077	2469544	1	EKN05_012890	EKN05_012890	CDS	DUF1073 domain-containing protein
2518	CP037923.1	2469434	2470178	1	EKN05_012895	EKN05_012895	CDS	phage head morphogenesis protein
2519	CP037923.1	2470181	2471402	1	EKN05_012900	EKN05_012900	CDS	DUF2213 domain-containing protein
2520	CP037923.1	2471405	2471912	1	EKN05_012905	EKN05_012905	CDS	hypothetical protein
2521	CP037923.1	2471923	2472865	1	EKN05_012910	EKN05_012910	CDS	DUF2184 domain-containing protein
2522	CP037923.1	2472906	2473152	1	EKN05_012915	EKN05_012915	CDS	hypothetical protein
2523	CP037923.1	2473148	2474305	-1	EKN05_012920	EKN05_012920	CDS	IS3 family transposase
2524	CP037923.1	2474369	2476001	-1	EKN05_012925	EKN05_012925	pseudo	transposase
2525	CP037923.1	2475975	2476221	-1	EKN05_012930	EKN05_012930	CDS	transcriptional regulator
2526	CP037923.1	2476383	2476893	1	EKN05_012935	EKN05_012935	CDS	DNA-binding protein
2527	CP037923.1	2477231	2477573	1	EKN05_012940	dpiA	pseudo	response regulator
2528	CP037923.1	2477613	2478999	-1	EKN05_012945	dcuC	pseudo	anaerobic C4-dicarboxylate transporter DcuC
2529	CP037923.1	2479587	2480148	1	EKN05_012950	pagP	CDS	phospholipid:lipid A palmitoyltransferase
2530	CP037923.1	2480322	2480532	1	EKN05_012955	cspE	CDS	transcription antiterminator/RNA stability regulator CspE
2531	CP037923.1	2480585	2480969	-1	EKN05_012960	crcB	CDS	fluoride efflux transporter CrcB
